trip_id,date,time,day_of_week,is_weekend,source,destination,distance_km,travel_time_min,avg_speed,road_type,vehicle_type,traffic_level
7152,2016-03-17,6,3,0,"40.6446,-73.7818","40.7609,-73.8835",15.515557990451342,36.266666666666666,25.669121675379056,highway,bike,Low
7153,2016-04-27,18,2,0,"40.7736,-73.8706","40.7337,-74.0025",11.96339643700204,31.4,22.859993191723643,city,bike,Medium
7154,2016-01-21,16,3,0,"40.7644,-73.9689","40.7666,-73.967",0.2923143124035962,3.2666666666666666,5.369038391086461,city,bike,High
7155,2016-06-25,12,5,1,"40.7285,-73.9999","40.7875,-73.9417",8.189628703476098,28.716666666666665,17.111238150037117,city,bus,Medium
7156,2016-03-12,0,5,1,"40.72,-73.9955","40.7114,-74.017",2.0488886775503277,11.55,10.643577545715988,city,bus,Medium
7157,2016-01-18,21,0,0,"40.7775,-73.9593","40.7759,-73.9827",1.9783789327925891,10.033333333333333,11.830837471849371,city,bike,Medium
7158,2016-02-16,18,1,0,"40.8025,-73.968","40.7645,-73.9835",4.422346299833235,22.566666666666666,11.758084696750107,city,car,Medium
7159,2016-03-05,16,5,1,"40.7604,-73.9696","40.7778,-73.9474",2.690459290149758,16.683333333333334,9.675977467072057,city,bike,High
7160,2016-01-29,22,4,0,"40.7034,-74.0116","40.7115,-73.9447",5.710560913143777,18.733333333333334,18.290052746723838,city,car,Medium
7161,2016-03-16,19,2,0,"40.7451,-73.9768","40.7395,-74.0039",2.3664907588261217,14.266666666666667,9.952531228707988,city,bus,High
7162,2016-01-14,12,3,0,"40.7655,-73.9658","40.7441,-73.974",2.477785719133804,12.033333333333333,12.354610233908165,city,bike,Medium
7163,2016-06-30,18,3,0,"40.7854,-73.979","40.7835,-73.9817",0.31034003686933626,31.15,0.5977657210966348,city,bus,High
7164,2016-02-04,11,3,0,"40.7499,-73.9718","40.7586,-73.9726",0.9697399508920602,15.483333333333333,3.7578727914008794,city,car,High
7165,2016-05-11,8,2,0,"40.7472,-73.9971","40.7173,-73.9954",3.3278125723155916,19.266666666666666,10.363430156000113,city,bus,Medium
7166,2016-03-02,17,2,0,"40.7638,-73.9776","40.7658,-73.9668",0.9363540199607594,8.55,6.5709054032333984,city,bus,High
7167,2016-03-28,23,0,0,"40.744,-73.9959","40.7078,-73.7443",21.580520678744683,32.35,40.0256952310566,highway,bike,Low
7168,2016-02-24,22,2,0,"40.7357,-73.9794","40.7502,-73.995",2.0801033195614016,9.633333333333333,12.955660813877243,city,car,Medium
7169,2016-03-18,19,4,0,"40.733,-74.007","40.7249,-73.9983",1.161315618096366,9.0,7.74210412064244,city,bike,High
7170,2016-03-10,5,3,0,"40.7496,-73.9914","40.752,-73.9857",0.5493267427770142,2.5166666666666666,13.096531615875836,city,bike,Medium
7171,2016-05-25,12,2,0,"40.776,-73.9799","40.7738,-73.9881",0.7325412548988668,6.9,6.36992395564232,city,bike,High
7172,2016-03-21,18,0,0,"40.7819,-73.9755","40.7664,-73.9898",2.10250324203476,5.883333333333334,21.441959408853073,city,bus,Medium
7173,2016-02-14,20,6,1,"40.7545,-73.9742","40.787,-73.9748",3.6141883166002526,9.716666666666667,22.31745787266022,city,car,Medium
7174,2016-04-25,14,0,0,"40.7458,-73.9846","40.6467,-73.7904",19.735080768093308,38.11666666666667,31.06527799087709,highway,bike,Low
7175,2016-02-29,10,0,0,"40.7648,-73.9756","40.7146,-73.9507",5.963176483882706,34.15,10.477030425562589,city,bike,Medium
7176,2016-04-23,21,5,1,"40.7606,-73.9848","40.7578,-73.9877",0.39572277856075133,11.55,2.055702745770137,city,bus,High
7177,2016-06-12,21,6,1,"40.7533,-73.9793","40.7782,-73.9524",3.577464861448045,9.466666666666667,22.674073065515778,city,bike,Medium
7178,2016-01-22,8,4,0,"40.7346,-73.9946","40.7136,-74.0117",2.7439388646261467,14.05,11.717888389862546,city,bike,Medium
7179,2016-03-14,17,0,0,"40.7659,-73.9608","40.7781,-73.9856",2.49032145217715,19.116666666666667,7.816178925752171,city,bike,High
7180,2016-05-06,23,4,0,"40.734,-73.9894","40.747,-73.9899",1.4461477000163228,7.05,12.307640000138917,city,car,Medium
7181,2016-05-17,3,1,0,"40.7671,-73.9957","40.7468,-73.9528",4.260505997366578,18.766666666666666,13.62151118163382,city,car,Medium
7182,2016-06-29,18,2,0,"40.7584,-73.9773","40.8018,-73.9678",4.891702293236009,30.333333333333332,9.675894645961337,city,bike,High
7183,2016-05-27,15,4,0,"40.8212,-73.9544","40.8171,-73.9537",0.45968886854364743,3.0833333333333335,8.945296901389895,city,car,High
7184,2016-02-05,18,4,0,"40.7431,-73.9926","40.7528,-73.9791",1.5673775147462023,9.1,10.33435724008485,city,car,Medium
7185,2016-06-11,20,5,1,"40.7613,-73.9606","40.7703,-73.9569",1.0481442907820442,2.316666666666667,27.14618307061409,city,bike,Low
7186,2016-06-29,22,2,0,"40.7453,-73.9889","40.8292,-73.9431",10.094702575576557,34.166666666666664,17.727282571744198,city,bus,Medium
7187,2016-05-14,11,5,1,"40.7407,-73.9788","40.7227,-73.9982",2.584208491425648,11.366666666666667,13.640983239196968,city,bus,Medium
7188,2016-03-21,17,0,0,"40.7741,-73.8745","40.7457,-74.0019",11.185288602784977,36.1,18.590507373049824,city,bike,Medium
7189,2016-01-30,18,5,1,"40.7856,-73.9727","40.7721,-73.9543",2.1572462268678265,11.1,11.660790415501765,city,bus,Medium
7190,2016-02-16,0,1,0,"40.6418,-73.7882","40.6434,-73.7108",6.532915551812954,14.05,27.89857175151439,city,bus,Low
7191,2016-04-21,23,3,0,"40.7442,-73.99","40.7865,-73.9719",4.9443872659663946,80.1,3.7036608733830674,city,bike,High
7192,2016-01-27,19,2,0,"40.7797,-73.9597","40.7913,-73.9744",1.7875864519033369,7.683333333333334,13.959460361934951,city,bike,Medium
7193,2016-06-20,12,0,0,"40.7459,-73.9802","40.7201,-73.9941",3.0986912206981323,14.183333333333334,13.10844699707788,city,bike,Medium
7194,2016-01-17,3,6,1,"40.7684,-73.9824","40.7432,-73.9208",5.896871219649126,10.9,32.45984157605024,city,bike,Low
7195,2016-05-18,9,2,0,"40.7742,-73.873","40.762,-73.979",9.0292209399842,51.1,10.601824978455028,city,car,Medium
7196,2016-01-11,10,0,0,"40.7677,-73.956","40.7149,-74.014",7.638500743514302,22.35,20.506042264467926,city,car,Medium
7197,2016-04-22,20,4,0,"40.7349,-74.0","40.7331,-74.0075",0.6628716951426531,6.366666666666666,6.246958383543328,city,car,High
7198,2016-03-01,8,1,0,"40.7526,-73.9674","40.7581,-73.9663",0.6185508313642627,5.1,7.277068604285444,city,bike,High
7199,2016-06-30,15,3,0,"40.7205,-74.0008","40.71,-74.0107",1.4350487616116723,9.233333333333333,9.32522660975094,city,bike,High
7200,2016-01-16,21,5,1,"40.7342,-73.9936","40.7693,-73.9615",4.748083202780537,20.066666666666666,14.196926519941805,city,car,Medium
7201,2016-06-17,22,4,0,"40.7247,-73.9923","40.7777,-73.9774",6.02550108057526,29.866666666666667,12.10480127794137,city,car,Medium
7202,2016-02-19,15,4,0,"40.7373,-73.9929","40.7549,-73.9877",2.005459006172119,10.283333333333333,11.701219484958878,city,car,Medium
7203,2016-06-22,1,2,0,"40.7378,-73.9882","40.7135,-73.946",4.466204630373875,12.95,20.692839986288227,city,bike,Medium
7204,2016-06-30,6,3,0,"40.784,-73.9567","40.7559,-73.9752",3.4914339454050762,9.766666666666667,21.449082258461218,city,car,Medium
7205,2016-01-17,0,6,1,"40.7308,-74.0015","40.7648,-73.9762",4.339986466343544,10.616666666666667,24.527396042129915,city,bus,Medium
7206,2016-06-26,22,6,1,"40.7282,-73.9889","40.7372,-73.9961",1.1702794551402576,5.416666666666667,12.963095503092084,city,car,Medium
7207,2016-06-20,10,0,0,"40.6414,-73.7882","40.6595,-73.7311",5.220688507483059,9.233333333333333,33.92505167317511,city,bike,Low
7208,2016-02-24,12,2,0,"40.7578,-73.9909","40.7141,-74.0143",5.243957929907132,20.883333333333333,15.06643938361187,city,bus,Medium
7209,2016-06-02,21,3,0,"40.7517,-73.9735","40.7739,-73.9488",3.228176023818613,15.45,12.536605917742186,city,bike,Medium
7210,2016-03-15,15,1,0,"40.6458,-73.7768","40.7171,-73.9816",19.002493533530767,52.6,21.675848137107337,highway,bus,Medium
7211,2016-04-15,23,4,0,"40.7239,-73.982","40.751,-73.9693",3.19771945655102,11.383333333333333,16.85474384126453,city,bus,Medium
7212,2016-03-13,1,6,1,"40.7262,-73.9894","40.734,-73.9988",1.1745709638236528,7.466666666666667,9.438516673582924,city,bike,High
7213,2016-01-28,9,3,0,"40.7346,-73.99","40.7407,-73.9945",0.7770599267633894,7.1,6.566703606451179,city,bike,High
7214,2016-04-16,13,5,1,"40.7556,-73.9823","40.7282,-73.9992",3.3630038275785514,28.533333333333335,7.0717370206091035,city,bus,High
7215,2016-03-14,19,0,0,"40.7724,-73.9607","40.788,-73.9674",1.824068564222138,7.6,14.400541296490564,city,car,Medium
7216,2016-02-04,20,3,0,"40.7631,-73.9722","40.7825,-73.9576",2.4829347226055942,6.383333333333334,23.338289820835872,city,bike,Medium
7217,2016-04-25,7,0,0,"40.7561,-73.9905","40.7667,-73.9578",2.995707978253724,13.483333333333333,13.330715354404706,city,bike,Medium
7218,2016-04-04,21,0,0,"40.7613,-73.9819","40.7545,-73.9771",0.8574248105644612,5.033333333333333,10.220958006728676,city,bus,Medium
7219,2016-04-06,7,2,0,"40.7629,-73.9595","40.7747,-73.9511",1.4906417801290854,5.416666666666667,16.51172433373756,city,bike,Medium
7220,2016-02-11,22,3,0,"40.7497,-73.9814","40.756,-73.9678",1.3427924134570162,6.783333333333333,11.877279332789334,city,bike,Medium
7221,2016-01-25,19,0,0,"40.7333,-73.9813","40.7371,-73.9865",0.608687273700263,4.75,7.688681352003322,city,bike,High
7222,2016-05-29,4,6,1,"40.7666,-73.9963","40.7473,-73.8623",11.488844925047042,25.733333333333334,26.787462260472374,city,bike,Low
7223,2016-01-12,15,1,0,"40.7964,-73.9722","40.7787,-73.9474",2.8693153237549467,20.683333333333334,8.323557748201296,city,bike,High
7224,2016-04-22,19,4,0,"40.7557,-73.9724","40.721,-73.987",4.049795524307931,15.2,15.986034964373413,city,bus,Medium
7225,2016-06-23,10,3,0,"40.7599,-73.9948","40.7636,-73.9894",0.613279554086085,1.9166666666666667,19.198316475738313,city,bus,Medium
7226,2016-04-28,22,3,0,"40.7639,-73.9783","40.7614,-73.9999",1.840298197532422,12.766666666666667,8.64892103278945,city,bike,High
7227,2016-01-06,11,2,0,"40.7498,-73.9914","40.729,-73.988",2.330525905394269,14.666666666666666,9.533969612976556,city,bus,High
7228,2016-03-26,17,5,1,"40.7712,-73.9228","40.7607,-73.9727",4.361609936030239,17.533333333333335,14.925661378050243,city,bike,Medium
7229,2016-05-06,16,4,0,"40.7748,-73.9651","40.7634,-73.9655",1.268069654086043,10.55,7.211770544565173,city,bike,High
7230,2016-03-04,17,4,0,"40.7367,-73.9891","40.7537,-73.9782",2.1015413422735323,12.85,9.812644399720773,city,bus,High
7231,2016-01-04,16,0,0,"40.7324,-73.9899","40.7565,-73.975",2.959214030652539,9.416666666666666,18.855169044865736,city,bike,Medium
7232,2016-03-19,20,5,1,"40.7287,-74.007","40.7384,-73.9954",1.4555616520969097,9.5,9.193020960612062,city,bus,High
7233,2016-04-01,19,4,0,"40.7643,-73.9684","40.7607,-74.0025",2.8997181227341606,23.183333333333334,7.50466228745002,city,bike,High
7234,2016-02-29,21,0,0,"40.7575,-73.9605","40.7163,-73.9873",5.107471990965743,12.95,23.663962892505374,city,bus,Medium
7235,2016-04-09,9,5,1,"40.7459,-73.9788","40.6869,-73.9762",6.564159204250707,20.533333333333335,19.18098468774557,city,car,Medium
7236,2016-06-18,10,5,1,"40.7838,-73.9504","40.7558,-73.9648",3.3412808010534705,6.833333333333333,29.338075326323157,city,bike,Low
7237,2016-04-14,7,3,0,"40.7495,-73.9755","40.7607,-73.9671",1.432337859213456,5.8,14.81728819875989,city,bus,Medium
7238,2016-02-20,17,5,1,"40.748,-73.9886","40.7567,-73.9763",1.4175059518339164,6.366666666666666,13.358694834036909,city,car,Medium
7239,2016-05-19,21,3,0,"40.7854,-73.9577","40.7571,-73.9782",3.5892359497888973,11.033333333333333,19.518503654441133,city,car,Medium
7240,2016-05-04,22,2,0,"40.7549,-73.9877","40.7772,-73.9502",4.01528226019387,17.05,14.130025549069337,city,bike,Medium
7241,2016-02-11,22,3,0,"40.7265,-73.986","40.7268,-73.9916",0.47307254847549585,9.05,3.136392586577873,city,bike,High
7242,2016-05-01,13,6,1,"40.7369,-73.9842","40.6991,-73.9158",7.134236712372253,25.0,17.12216810969341,city,bike,Medium
7243,2016-06-12,22,6,1,"40.7717,-73.9828","40.7452,-73.9921",3.0490013842778265,8.433333333333334,21.69249996719402,city,car,Medium
7244,2016-04-17,1,6,1,"40.7654,-73.9576","40.778,-73.9497",1.5509759728270136,2.85,32.6521257437266,city,bus,Low
7245,2016-05-24,3,1,0,"40.749,-73.9889","40.7564,-73.9904",0.8324867988018151,2.65,18.848757708720342,city,bike,Medium
7246,2016-06-08,22,2,0,"40.7793,-73.9476","40.7673,-73.9555",1.4909754905570365,5.45,16.414409070352693,city,bus,Medium
7247,2016-04-02,13,5,1,"40.7891,-73.9405","40.7835,-73.9587",1.6539759266298246,10.55,9.406498160927912,city,bike,High
7248,2016-02-01,18,0,0,"40.7397,-73.9765","40.7544,-73.9809",1.67606492667586,13.6,7.394404088275854,city,bike,High
7249,2016-02-19,22,4,0,"40.7117,-74.0107","40.721,-73.9893",2.0790221606842576,9.183333333333334,13.583447873799143,city,bus,Medium
7250,2016-04-16,18,5,1,"40.7924,-73.9642","40.7615,-73.9577",3.4792425515250054,13.75,15.182149315745479,city,car,Medium
7251,2016-01-15,12,4,0,"40.7545,-73.9992","40.7609,-73.9908",1.0035016378347108,4.816666666666666,12.500366422854531,city,bus,Medium
7252,2016-04-19,0,1,0,"40.7613,-73.9637","40.7627,-73.9268",3.1116948546777228,9.15,20.404556424116215,city,bus,Medium
7253,2016-01-16,7,5,1,"40.7955,-73.9656","40.8054,-73.9616",1.1511684825997315,4.883333333333334,14.144049615559839,city,bike,Medium
7254,2016-03-18,22,4,0,"40.7564,-73.9857","40.6864,-73.9361",8.835002843643345,35.81666666666667,14.80037702983529,city,bus,Medium
7255,2016-05-28,14,5,1,"40.7457,-73.9723","40.749,-74.0084",3.0631486929505893,19.383333333333333,9.48180162908179,city,car,High
7256,2016-02-08,0,0,0,"40.6451,-73.782","40.7647,-73.9765",21.110798717349365,34.53333333333333,36.67899391045257,highway,bus,Low
7257,2016-01-25,17,0,0,"40.7322,-74.0064","40.7343,-73.9955",0.9476389428642722,7.9,7.197257793905864,city,bike,High
7258,2016-01-30,22,5,1,"40.7551,-73.9712","40.7634,-73.9818",1.2840775077013447,9.583333333333334,8.039441787347549,city,bike,High
7259,2016-02-25,19,3,0,"40.7537,-73.977","40.7811,-73.9797",3.055214061568759,26.0,7.050493988235597,city,bike,High
7260,2016-01-13,15,2,0,"40.7643,-73.9789","40.7148,-74.0138",6.240295764207787,28.55,13.114456947547014,city,bus,Medium
7261,2016-02-15,21,0,0,"40.7839,-73.9565","40.7211,-73.9936",7.65042793441069,20.666666666666668,22.210919809579423,city,bike,Medium
7262,2016-03-10,18,3,0,"40.7438,-73.9958","40.736,-73.9975",0.8790666703848365,4.25,12.410352993668281,city,bike,Medium
7263,2016-03-29,15,1,0,"40.7109,-74.009","40.7398,-74.0061",3.222812102800441,13.866666666666667,13.944860060194214,city,car,Medium
7264,2016-06-02,0,3,0,"40.777,-73.9492","40.7766,-73.9436",0.4736322165247974,1.7,16.71643117146344,city,bus,Medium
7265,2016-04-15,8,4,0,"40.7541,-73.9989","40.7737,-73.9853",2.4620701979802537,7.266666666666667,20.329019983323196,city,bus,Medium
7266,2016-04-29,20,4,0,"40.7508,-73.9742","40.7641,-73.9705",1.5113717948462455,7.816666666666666,11.601148105429603,city,bus,Medium
7267,2016-03-31,22,3,0,"40.7277,-73.9852","40.7641,-73.9799",4.072047134386366,17.233333333333334,14.177340119720423,city,car,Medium
7268,2016-02-16,21,1,0,"40.7565,-73.9747","40.7641,-73.9731",0.8557585024056394,6.016666666666667,8.533879802383108,city,bike,High
7269,2016-04-30,11,5,1,"40.7453,-73.9983","40.8081,-73.9637",7.566439934356571,20.783333333333335,21.843772063900282,city,car,Medium
7270,2016-03-22,7,1,0,"40.7394,-73.9871","40.7514,-73.9818",1.4070583934815442,5.783333333333333,14.597723966955503,city,bus,Medium
7271,2016-03-06,3,6,1,"40.7416,-73.9931","40.7955,-73.9481",7.090992351182738,13.983333333333333,30.426188872774564,city,bus,Low
7272,2016-01-01,23,4,0,"40.7298,-73.9788","40.7562,-73.9898",3.0783469179927185,12.45,14.83540683369985,city,bike,Medium
7273,2016-05-11,15,2,0,"40.7714,-73.9564","40.7623,-73.9697",1.5094544413145285,12.25,7.393246243173201,city,car,High
7274,2016-06-04,21,5,1,"40.8007,-73.9665","40.6797,-73.9817",13.515391752929942,41.2,19.682609348927098,city,bus,Medium
7275,2016-03-09,17,2,0,"40.7625,-73.9833","40.7037,-74.0072",6.841359142673428,26.033333333333335,15.767537076584084,city,car,Medium
7276,2016-04-06,8,2,0,"40.7511,-73.9788","40.7405,-73.9858",1.3179525334314375,5.116666666666666,15.454817981606434,city,car,Medium
7277,2016-04-26,7,1,0,"40.7556,-73.9907","40.7588,-73.9835",0.7031246301929139,3.816666666666667,11.05348763622048,city,bike,Medium
7278,2016-05-11,21,2,0,"40.7771,-73.982","40.7878,-73.9747",1.339165190063545,4.516666666666667,17.789648281286947,city,car,Medium
7279,2016-06-23,7,3,0,"40.7557,-73.9751","40.7305,-74.0068",3.8709104469712483,16.116666666666667,14.410835169696476,city,car,Medium
7280,2016-02-09,6,1,0,"40.7605,-73.9643","40.7516,-73.9766",1.4327337599064929,4.733333333333333,18.16141385796963,city,bus,Medium
7281,2016-04-19,18,1,0,"40.7639,-73.9825","40.7742,-73.949",3.0447629675286794,17.3,10.55987156368328,city,bike,Medium
7282,2016-01-31,15,6,1,"40.7685,-73.9558","40.7854,-73.9431",2.162162547130913,3.9166666666666665,33.1224900837076,city,bus,Low
7283,2016-02-22,18,0,0,"40.7697,-73.8636","40.7876,-73.9726",9.391262188470018,31.35,17.973707537741657,city,bike,Medium
7284,2016-02-13,3,5,1,"40.742,-74.004","40.7483,-73.9883",1.4966870401926222,5.616666666666666,15.988348203838102,city,car,Medium
7285,2016-04-01,1,4,0,"40.7462,-74.0053","40.675,-73.9458",9.371834497052312,28.133333333333333,19.987324756746638,city,bike,Medium
7286,2016-04-29,17,4,0,"40.7496,-73.9723","40.7246,-73.9785",2.828527610143233,11.266666666666667,15.063164787745027,city,bus,Medium
7287,2016-03-12,0,5,1,"40.7362,-74.0066","40.7557,-73.9909",2.539846443923647,8.033333333333333,18.969807464989895,city,bus,Medium
7288,2016-04-21,17,3,0,"40.7525,-73.973","40.7652,-73.9716",1.417090035756366,9.433333333333334,9.013293513644731,city,car,High
7289,2016-02-01,17,0,0,"40.74,-73.9843","40.7545,-73.9992",2.043305094575763,12.383333333333333,9.900266945454572,city,bus,High
7290,2016-04-04,19,0,0,"40.7655,-73.976","40.7484,-73.9427",3.3885714468921995,10.033333333333333,20.263882406664315,city,car,Medium
7291,2016-03-25,4,4,0,"40.7555,-73.9873","40.7544,-73.978",0.7928410965312009,3.2333333333333334,14.712515193362492,city,bus,Medium
7292,2016-01-19,16,1,0,"40.7585,-74.0002","40.7212,-74.0044",4.162637837000426,14.283333333333333,17.485993247609727,city,bus,Medium
7293,2016-02-03,16,2,0,"40.7633,-73.9778","40.7705,-73.9542",2.1426875099691745,10.716666666666667,11.99638419267345,city,car,Medium
7294,2016-06-10,7,4,0,"40.7279,-74.0061","40.7134,-73.9976",1.764293201023432,12.233333333333333,8.65320916033291,city,bike,High
7295,2016-05-07,12,5,1,"40.7487,-73.9888","40.7604,-73.9801",1.4931739909846777,3.2,27.997012330962704,city,bike,Low
7296,2016-01-31,16,6,1,"40.8004,-73.9468","40.7834,-73.9525",1.9502672853505834,4.883333333333334,23.962328420689758,city,bike,Medium
7297,2016-04-23,13,5,1,"40.6937,-73.9886","40.7656,-73.9723",8.112036857340803,25.2,19.314373469859053,city,car,Medium
7298,2016-01-22,23,4,0,"40.7544,-73.9896","40.7677,-73.9903",1.4800672119629161,10.783333333333333,8.235304425141418,city,bus,High
7299,2016-05-08,0,6,1,"40.6466,-73.7832","40.7366,-73.7492",10.410006171644778,18.266666666666666,34.19345092876022,city,bus,Low
7300,2016-05-12,23,3,0,"40.7317,-73.9822","40.7521,-73.9677",2.5763959435229418,10.016666666666667,15.432654570187339,city,bus,Medium
7301,2016-01-25,6,0,0,"40.7929,-73.9399","40.7738,-73.8705",6.217147448150848,14.6,25.549921019798006,city,bike,Low
7302,2016-02-08,18,0,0,"40.7673,-73.9534","40.7746,-73.951",0.8365052360966888,2.8833333333333333,17.407045375422427,city,bike,Medium
7303,2016-06-17,9,4,0,"40.768,-73.9559","40.7697,-73.9522",0.36444636748088577,2.45,8.925217162797201,city,bike,High
7304,2016-01-09,13,5,1,"40.7812,-73.9834","40.7618,-73.9901",2.22974504035749,17.116666666666667,7.816048826959069,city,bus,High
7305,2016-03-02,18,2,0,"40.7824,-73.9716","40.7691,-73.9828",1.754009106671887,7.0,15.034363771473318,city,bus,Medium
7306,2016-04-08,7,4,0,"40.7278,-73.9822","40.7298,-73.9953",1.1260405726581437,8.516666666666667,7.932966852386139,city,car,High
7307,2016-04-05,9,1,0,"40.7765,-73.9623","40.761,-73.9753",2.0418283054111734,21.616666666666667,5.667372320339417,city,bike,High
7308,2016-04-04,14,0,0,"40.7375,-74.0005","40.7503,-73.9915",1.6126515885169554,18.216666666666665,5.311569733450174,city,bike,High
7309,2016-03-12,13,5,1,"40.7652,-73.9752","40.7652,-73.9752",0.0,2.5833333333333335,0.0,city,car,High
7310,2016-06-15,18,2,0,"40.7309,-73.9957","40.74,-73.9893",1.1465885957963635,9.066666666666666,7.587718648652405,city,bike,High
7311,2016-01-25,11,0,0,"40.6455,-73.7768","40.6736,-73.9582",15.617188524080934,57.8,16.211614384859104,highway,car,Medium
7312,2016-05-24,6,1,0,"40.7445,-73.9953","40.7388,-73.9926",0.6733935380452066,2.316666666666667,17.440408179588083,city,bus,Medium
7313,2016-03-02,11,2,0,"40.7692,-73.9884","40.7516,-73.9975",2.101761138234049,8.766666666666667,14.38467699171592,city,bus,Medium
7314,2016-05-29,21,6,1,"40.7362,-73.9937","40.7544,-73.9997",2.08591573079818,10.583333333333334,11.825663985627477,city,bus,Medium
7315,2016-04-20,11,2,0,"40.7413,-73.9977","40.7413,-73.9977",0.0,6.383333333333334,0.0,city,bike,High
7316,2016-04-17,18,6,1,"40.7112,-73.9596","40.7185,-73.9854",2.32103997421329,11.366666666666667,12.25182391080329,city,bike,Medium
7317,2016-04-11,17,0,0,"40.757,-73.9679","40.7436,-73.989",2.3193294740178763,16.066666666666666,8.661396376000368,city,bike,High
7318,2016-04-23,19,5,1,"40.7807,-73.9466","40.7768,-73.958",1.0533050881647836,8.733333333333333,7.23644717059775,city,bus,High
7319,2016-05-14,21,5,1,"40.7479,-73.985","40.7321,-73.9852",1.756960642269904,8.916666666666666,11.82253890125543,city,car,Medium
7320,2016-06-08,23,2,0,"40.7315,-73.9885","40.7521,-73.9771",2.4838145368390574,7.883333333333334,18.904296686301493,city,bus,Medium
7321,2016-06-02,6,3,0,"40.7652,-73.9753","40.6949,-74.1771",18.714919578688168,32.833333333333336,34.19985303719665,highway,bus,Low
7322,2016-03-13,19,6,1,"40.7867,-73.9728","40.795,-73.9673",1.0325530270643846,6.416666666666667,9.655041292030608,city,bike,High
7323,2016-04-26,18,1,0,"40.7339,-74.0101","40.76,-73.9885",3.425445445501037,20.866666666666667,9.849523645210649,city,car,High
7324,2016-05-26,14,3,0,"40.7148,-73.997","40.7416,-73.9877",3.081342752882507,30.9,5.983189811422343,city,bike,High
7325,2016-01-03,16,6,1,"40.7429,-74.004","40.7192,-73.9774",3.459562469322861,15.616666666666667,13.291808846918142,city,bike,Medium
7326,2016-06-03,18,4,0,"40.6448,-73.7817","40.8388,-73.9445",25.562835437877197,55.3,27.735445321385747,highway,bike,Low
7327,2016-03-25,18,4,0,"40.7478,-74.0044","40.7253,-74.0036",2.502793647175852,11.233333333333333,13.368037284618795,city,bus,Medium
7328,2016-03-29,8,1,0,"40.7738,-73.9639","40.7576,-73.9691",1.8538267123184182,9.4,11.832936461606923,city,car,Medium
7329,2016-06-12,9,6,1,"40.7915,-73.9531","40.6964,-73.9871",10.955699339688149,23.766666666666666,27.658147000615244,city,bus,Low
7330,2016-05-22,15,6,1,"40.7411,-73.9891","40.7586,-73.9889",1.9459841470019792,10.933333333333334,10.679181294523056,city,bike,Medium
7331,2016-01-13,13,2,0,"40.7521,-73.9762","40.7815,-73.9795",3.280922456735041,19.216666666666665,10.24399032458469,city,bike,Medium
7332,2016-01-21,14,3,0,"40.76,-73.9959","40.771,-73.9642",2.936561413078538,18.2,9.680971691467708,city,bike,High
7333,2016-01-10,0,6,1,"40.7276,-73.9852","40.7411,-73.9815",1.5331617350012199,6.5,14.152262169242029,city,car,Medium
7334,2016-05-07,12,5,1,"40.7243,-73.9984","40.7346,-74.01",1.5057055483787203,7.466666666666667,12.099419585186146,city,car,Medium
7335,2016-03-29,23,1,0,"40.7388,-73.9832","40.7665,-73.9157",6.46647458933399,19.4,19.999405946393786,city,car,Medium
7336,2016-05-13,21,4,0,"40.7584,-73.9628","40.7755,-73.9535",2.0564199559471574,5.6,22.03307095657669,city,bike,Medium
7337,2016-02-15,12,0,0,"40.7581,-73.9891","40.7807,-73.9726",2.8715739961600577,10.166666666666666,16.946994075698704,city,bike,Medium
7338,2016-02-18,8,3,0,"40.753,-73.9698","40.7519,-73.9749",0.44666825418121686,1.9333333333333333,13.862118233210179,city,bike,Medium
7339,2016-02-22,9,0,0,"40.7532,-73.986","40.7399,-73.9953",1.6735932409512353,8.3,12.098264392418567,city,car,Medium
7340,2016-03-28,15,0,0,"40.6482,-74.0064","40.6422,-73.9809",2.2525071072162586,9.083333333333334,14.878946029318403,city,bike,Medium
7341,2016-06-02,6,3,0,"40.7811,-73.9587","40.7886,-73.9533",0.9498384787856583,1.6833333333333333,33.85562894681554,city,car,Low
7342,2016-02-24,19,2,0,"40.7163,-74.0069","40.7282,-74.0088",1.3328720462391925,4.916666666666667,16.265557174444382,city,car,Medium
7343,2016-03-09,16,2,0,"40.7785,-73.9454","40.7673,-73.9608",1.797968963573229,5.916666666666667,18.23292470102429,city,bike,Medium
7344,2016-03-31,6,3,0,"40.7719,-73.953","40.7771,-73.9559",0.6276653865400122,3.316666666666667,11.354750711276603,city,bus,Medium
7345,2016-01-30,4,5,1,"40.7352,-73.9918","40.7494,-73.8547",11.657707097895551,36.333333333333336,19.25125942771742,city,car,Medium
7346,2016-01-25,12,0,0,"40.7576,-73.9839","40.6725,-73.9864",9.465033822017988,57.166666666666664,9.93414628549993,city,bike,High
7347,2016-06-21,7,1,0,"40.7207,-74.0053","40.7557,-73.9772",4.555358638014149,13.566666666666666,20.146549259030635,city,bus,Medium
7348,2016-06-08,20,2,0,"40.7876,-73.9714","40.7831,-73.9528",1.643982103782794,6.333333333333333,15.574567298994891,city,bus,Medium
7349,2016-03-29,16,1,0,"40.6567,-73.8074","40.7073,-74.0046",17.55468162230115,67.61666666666666,15.577237821120075,highway,bus,Medium
7350,2016-06-18,0,5,1,"40.7227,-73.993","40.7506,-73.9917",3.104271384178102,11.066666666666666,16.83038702265236,city,bike,Medium
